Query_ID,Analysis_Name,Department,Admission_Type,Disease_Category,Total_Admissions,Gender,Ward_Type,Total_Beds,Occupied_Beds,Available_Beds,Shift,Staff_Count,Doctor_Count,Admission_Count,Admissions_Per_Doctor,Test_Category,Total_Tests,Abnormal_Tests,Total_Bills,Total_Revenue,Average_Bill_Value,Payment_Mode,Payment_Status,Outstanding_Amount,Charge_Type,Total_Charges,Total_Charge_Amount,Average_Charge,Abnormal_Test_Rate,Specialization,Drug_Category,Inventory_Status,Total_Drugs,Total_Prescriptions,Current_Stock,Reorder_Level,Manufacturer_Country,Average_Unit_Cost,Total_Diagnostic_Tests,Revenue_Per_Admission,Tests_Per_Admission
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Orthopedics,,,,,Semi-Private,,,,Evening,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Orthopedics,,,,,Semi-Private,,,,Night,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Orthopedics,,,,,Semi-Private,,,,Morning,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Emergency,,,,,Private,,,,Evening,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA06,"Which departments have the highest Admissions per Doctor based on Department, Doctor Count and Admission Volume? =====================================",Pediatrics,,,,,,,,,,,3.0,8438.0,2812.6666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,
MA06,"Which departments have the highest Admissions per Doctor based on Department, Doctor Count and Admission Volume? =====================================",Surgery,,,,,,,,,,,5.0,10126.0,2025.2,,,,,,,,,,,,,,,,,,,,,,,,,,
MA06,"Which departments have the highest Admissions per Doctor based on Department, Doctor Count and Admission Volume? =====================================",Orthopedics,,,,,,,,,,,8.0,5924.0,740.5,,,,,,,,,,,,,,,,,,,,,,,,,,
MA06,"Which departments have the highest Admissions per Doctor based on Department, Doctor Count and Admission Volume? =====================================",Internal Medicine,,,,,,,,,,,11.0,7695.0,699.5454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,
MA06,"Which departments have the highest Admissions per Doctor based on Department, Doctor Count and Admission Volume? =====================================",Emergency,,,,,,,,,,,13.0,8777.0,675.1538461538462,,,,,,,,,,,,,,,,,,,,,,,,,,
MA06,"Which departments have the highest Admissions per Doctor based on Department, Doctor Count and Admission Volume? =====================================",ICU,,,,,,,,,,,9.0,4040.0,448.8888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,
MA07,"Which departments have the highest diagnostic workload based on Department, Test Category and Result Status? =========================================",Pathology,,,,,,,,,,,,,,Pathology,35182.0,17723.0,,,,,,,,,,,,,,,,,,,,,,,
MA07,"Which departments have the highest diagnostic workload based on Department, Test Category and Result Status? =========================================",Radiology,,,,,,,,,,,,,,Radiology,28087.0,14100.0,,,,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,Surgery,Elective,,,,,,,,,,,,,,,,5984.0,222413797.0,37168.08104946524,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,Emergency,Elective,,,,,,,,,,,,,,,,5299.0,199715681.0,37689.31515380261,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,Pediatrics,Elective,,,,,,,,,,,,,,,,5084.0,190683762.0,37506.64083398898,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,Internal Medicine,Elective,,,,,,,,,,,,,,,,4575.0,173767413.0,37981.948196721314,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,Surgery,Emergency,,,,,,,,,,,,,,,,4142.0,154802437.0,37373.83800096572,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,Orthopedics,Elective,,,,,,,,,,,,,,,,3506.0,132215919.0,37711.328864803196,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,Emergency,Emergency,,,,,,,,,,,,,,,,3478.0,130022548.0,37384.28637147786,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,Pediatrics,Emergency,,,,,,,,,,,,,,,,3354.0,125031060.0,37278.19320214669,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,Internal Medicine,Emergency,,,,,,,,,,,,,,,,3120.0,115798646.0,37114.95064102564,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,ICU,Elective,,,,,,,,,,,,,,,,2475.0,91851842.0,37111.85535353536,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,Orthopedics,Emergency,,,,,,,,,,,,,,,,2418.0,90369797.0,37373.77874276262,,,,,,,,,,,,,,,,,,,,
MA08,How does hospital revenue vary by Department and Admission Type? ============================================================,ICU,Emergency,,,,,,,,,,,,,,,,1565.0,57573207.0,36787.991693290736,,,,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Surgery,,,,,,,,,,,,,,,,,4114.0,155209355.0,,Insurance,Pending,42425217.7,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Surgery,,,,,,,,,,,,,,,,,4002.0,149045553.0,,Insurance,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Emergency,,,,,,,,,,,,,,,,,3524.0,132201895.0,,Insurance,Pending,36768344.7,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Pediatrics,,,,,,,,,,,,,,,,,3459.0,129708513.0,,Insurance,Pending,35070311.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Emergency,,,,,,,,,,,,,,,,,3444.0,128108958.0,,Insurance,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Pediatrics,,,,,,,,,,,,,,,,,3346.0,124975093.0,,Insurance,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Internal Medicine,,,,,,,,,,,,,,,,,3157.0,119297681.0,,Insurance,Pending,32783098.3,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Internal Medicine,,,,,,,,,,,,,,,,,3028.0,113203577.0,,Insurance,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Orthopedics,,,,,,,,,,,,,,,,,2379.0,89507721.0,,Insurance,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Orthopedics,,,,,,,,,,,,,,,,,2334.0,87444666.0,,Insurance,Pending,24102986.3,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",ICU,,,,,,,,,,,,,,,,,1609.0,60271595.0,,Insurance,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",ICU,,,,,,,,,,,,,,,,,1583.0,58281943.0,,Insurance,Pending,16176686.6,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Surgery,,,,,,,,,,,,,,,,,339.0,12810973.0,,Cash,Pending,12810973.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Emergency,,,,,,,,,,,,,,,,,312.0,12415009.0,,UPI,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Surgery,,,,,,,,,,,,,,,,,350.0,12414736.0,,Card,Pending,12414736.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Surgery,,,,,,,,,,,,,,,,,331.0,12249687.0,,Card,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Surgery,,,,,,,,,,,,,,,,,350.0,12208459.0,,UPI,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Surgery,,,,,,,,,,,,,,,,,332.0,11798387.0,,UPI,Pending,11798387.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Emergency,,,,,,,,,,,,,,,,,315.0,11750341.0,,Cash,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Emergency,,,,,,,,,,,,,,,,,292.0,11542815.0,,Cash,Pending,11542815.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Surgery,,,,,,,,,,,,,,,,,308.0,11479084.0,,Cash,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Emergency,,,,,,,,,,,,,,,,,301.0,11425452.0,,Card,Pending,11425452.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Pediatrics,,,,,,,,,,,,,,,,,296.0,11370576.0,,Card,Pending,11370576.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Emergency,,,,,,,,,,,,,,,,,292.0,11286628.0,,UPI,Pending,11286628.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Emergency,,,,,,,,,,,,,,,,,297.0,11007131.0,,Card,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Pediatrics,,,,,,,,,,,,,,,,,274.0,10509455.0,,UPI,Pending,10509455.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Pediatrics,,,,,,,,,,,,,,,,,278.0,10119775.0,,Cash,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Internal Medicine,,,,,,,,,,,,,,,,,263.0,9834405.0,,UPI,Pending,9834405.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Pediatrics,,,,,,,,,,,,,,,,,275.0,9787879.0,,UPI,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Pediatrics,,,,,,,,,,,,,,,,,258.0,9698316.0,,Cash,Pending,9698316.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Internal Medicine,,,,,,,,,,,,,,,,,261.0,9586417.0,,Card,Pending,9586417.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Internal Medicine,,,,,,,,,,,,,,,,,252.0,9565380.0,,Cash,Pending,9565380.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Pediatrics,,,,,,,,,,,,,,,,,252.0,9545215.0,,Card,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Internal Medicine,,,,,,,,,,,,,,,,,240.0,9466482.0,,Cash,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Internal Medicine,,,,,,,,,,,,,,,,,251.0,9387754.0,,UPI,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Internal Medicine,,,,,,,,,,,,,,,,,243.0,9224363.0,,Card,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Orthopedics,,,,,,,,,,,,,,,,,201.0,7902167.0,,Card,Pending,7902167.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Orthopedics,,,,,,,,,,,,,,,,,213.0,7897108.0,,UPI,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Orthopedics,,,,,,,,,,,,,,,,,209.0,7585066.0,,UPI,Pending,7585066.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Orthopedics,,,,,,,,,,,,,,,,,200.0,7493689.0,,Card,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Orthopedics,,,,,,,,,,,,,,,,,188.0,7445424.0,,Cash,Pending,7445424.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",Orthopedics,,,,,,,,,,,,,,,,,200.0,7309875.0,,Cash,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",ICU,,,,,,,,,,,,,,,,,152.0,5857023.0,,Card,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",ICU,,,,,,,,,,,,,,,,,154.0,5565550.0,,UPI,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",ICU,,,,,,,,,,,,,,,,,151.0,5156532.0,,Cash,Paid,0.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",ICU,,,,,,,,,,,,,,,,,134.0,4895759.0,,Cash,Pending,4895759.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",ICU,,,,,,,,,,,,,,,,,133.0,4748223.0,,Card,Pending,4748223.0,,,,,,,,,,,,,,,,,
MA09,"Which Department, Payment Mode and Payment Status combinations contribute most to revenue and outstanding bills? =====================================",ICU,,,,,,,,,,,,,,,,,124.0,4648424.0,,UPI,Pending,4648424.0,,,,,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Surgery,,,,,,,,,,,,,,,,,,,,,,,Room,10126.0,238350316.0,23538.44716571203,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Emergency,,,,,,,,,,,,,,,,,,,,,,,Room,8777.0,205831356.0,23451.219778967756,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,ICU,,,,,,,,,,,,,,,,,,,,,,,Room,4040.0,203491722.0,50369.23811881188,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Pediatrics,,,,,,,,,,,,,,,,,,,,,,,Room,8438.0,196270443.0,23260.30374496326,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Internal Medicine,,,,,,,,,,,,,,,,,,,,,,,Room,7695.0,179478982.0,23324.10422352177,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Orthopedics,,,,,,,,,,,,,,,,,,,,,,,Room,5924.0,139148765.0,23488.98801485483,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Surgery,,,,,,,,,,,,,,,,,,,,,,,Procedure,3052.0,46154081.0,15122.569134993448,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Emergency,,,,,,,,,,,,,,,,,,,,,,,Procedure,2626.0,39908969.0,15197.62718964204,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Pediatrics,,,,,,,,,,,,,,,,,,,,,,,Procedure,2511.0,37101594.0,14775.624850657108,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Internal Medicine,,,,,,,,,,,,,,,,,,,,,,,Procedure,2349.0,35696755.0,15196.575138356748,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Orthopedics,,,,,,,,,,,,,,,,,,,,,,,Procedure,1818.0,27506329.0,15129.993949394939,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,ICU,,,,,,,,,,,,,,,,,,,,,,,Procedure,1219.0,18149345.0,14888.716160787531,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Surgery,,,,,,,,,,,,,,,,,,,,,,,Test,5105.0,14057832.0,2753.737904015671,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Pediatrics,,,,,,,,,,,,,,,,,,,,,,,Test,4255.0,11847215.0,2784.304347826087,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Emergency,,,,,,,,,,,,,,,,,,,,,,,Test,4344.0,11779052.0,2711.5681399631676,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Surgery,,,,,,,,,,,,,,,,,,,,,,,Drug,7073.0,11276055.0,1594.2393609500919,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Internal Medicine,,,,,,,,,,,,,,,,,,,,,,,Test,3832.0,10402138.0,2714.545407098121,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Emergency,,,,,,,,,,,,,,,,,,,,,,,Drug,6093.0,9723723.0,1595.8842934515017,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Pediatrics,,,,,,,,,,,,,,,,,,,,,,,Drug,5922.0,9374004.0,1582.9118541033436,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Internal Medicine,,,,,,,,,,,,,,,,,,,,,,,Drug,5370.0,8667126.0,1613.9899441340783,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Orthopedics,,,,,,,,,,,,,,,,,,,,,,,Test,2963.0,8135332.0,2745.6402294971313,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,Orthopedics,,,,,,,,,,,,,,,,,,,,,,,Drug,4075.0,6517162.0,1599.3035582822085,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,ICU,,,,,,,,,,,,,,,,,,,,,,,Test,1984.0,5503946.0,2774.1663306451615,,,,,,,,,,,,,
MA10,Which Departments generate the highest charges across different Charge Types? ============================================================,ICU,,,,,,,,,,,,,,,,,,,,,,,Drug,2811.0,4508024.0,1603.7082888651726,,,,,,,,,,,,,
MA11,Which Department and Test Category have the highest Abnormal Diagnostic Test Rate? ============================================================,Pathology,,,,,,,,,,,,,,Pathology,35182.0,17723.0,,,,,,,,,,,50.375191859473595,,,,,,,,,,,,
MA11,Which Department and Test Category have the highest Abnormal Diagnostic Test Rate? ============================================================,Radiology,,,,,,,,,,,,,,Radiology,28087.0,14100.0,,,,,,,,,,,50.20116067931784,,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Pathology,5536.0,2796.0,,,,,,,,,,,,General Medicine,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Pathology,5030.0,2564.0,,,,,,,,,,,,Neurology,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Pathology,4981.0,2492.0,,,,,,,,,,,,ICU,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Pathology,4959.0,2460.0,,,,,,,,,,,,Pulmonology,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Pathology,4914.0,2495.0,,,,,,,,,,,,Orthopedics,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Radiology,4457.0,2214.0,,,,,,,,,,,,General Medicine,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Radiology,4008.0,1988.0,,,,,,,,,,,,Orthopedics,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Radiology,3970.0,2001.0,,,,,,,,,,,,ICU,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Radiology,3959.0,2023.0,,,,,,,,,,,,Neurology,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Radiology,3882.0,1981.0,,,,,,,,,,,,Pulmonology,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Pathology,3599.0,1813.0,,,,,,,,,,,,Cardiology,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Pathology,2793.0,1377.0,,,,,,,,,,,,Pediatrics,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Radiology,2754.0,1389.0,,,,,,,,,,,,Cardiology,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Radiology,2228.0,1109.0,,,,,,,,,,,,Pediatrics,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Pathology,2000.0,1028.0,,,,,,,,,,,,Surgery,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Radiology,1740.0,862.0,,,,,,,,,,,,Surgery,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Pathology,1370.0,698.0,,,,,,,,,,,,Nephrology,,,,,,,,,,,
MA12,How does diagnostic workload and abnormal-result volume vary by Doctor Specialization and Test Category? =============================================,,,,,,,,,,,,,,,Radiology,1089.0,533.0,,,,,,,,,,,,Nephrology,,,,,,,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Normal,34.0,9857.0,21415.0,6775.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antacid,Normal,28.0,8194.0,16193.0,5663.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steroid,Normal,25.0,7454.0,13979.0,4584.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic,Normal,26.0,7422.0,15447.0,5815.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin,Normal,24.0,7073.0,15661.0,5065.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antipyretic,Normal,24.0,6984.0,15072.0,4374.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antidiabetic,Normal,23.0,6748.0,12729.0,4395.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antihypertensive,Normal,22.0,6384.0,14874.0,4463.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antacid,Low,7.0,2079.0,1166.0,1620.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Low,7.0,2046.0,950.0,1430.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic,Low,6.0,1804.0,669.0,1289.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antihypertensive,Low,6.0,1801.0,684.0,1381.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steroid,Low,5.0,1477.0,466.0,1270.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antidiabetic,Low,5.0,1455.0,472.0,1053.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin,Low,5.0,1408.0,852.0,1310.0,,,,,
MA13,Which Drug Categories have high Prescription Demand and Low Inventory? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antipyretic,Low,3.0,923.0,249.0,648.0,,,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antacid,Normal,11.0,,6610.0,,India,194.72727272727272,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antipyretic,Normal,10.0,,6503.0,,Switzerland,253.2,,,
